ISBN	Title	Subtitle	Author	Editorial	Synopsis	Subject	SubjectCode
9788416721184	Inventario ilustrado de dinosaurios		Virginie Aladjidi	Faktoría K de Libros	Recorrido científico-ilustrado por cuarenta y siete especies de dinosaurios organizadas en los tres grandes periodos geológicos del Mesozoico: el Triásico, el Jurásico y el Cretácico. Las ilustraciones realistas de Emmanuelle Tchoukriel, inspiradas en los cuadernos de campo naturalistas del siglo XIX, combinan rigor paleontológico con belleza artística. Publicado por Faktoría K de Libros, el sello infantil de Kalandraka, es un referente del álbum informativo en lengua española.	INFORMATIVOS	1008
9788493987749	El Monstruo de Colores		Anna Llenas	Flamboyant	Un monstruo se despierta una mañana con las emociones hechas un lío y no consigue entender por qué se siente contento, triste, rabioso, asustado y en calma al mismo tiempo. Con la ayuda de una niña aprenderá a ordenar sus emociones en frascos de colores, dando a cada sentimiento su propio nombre y su propio tono. Un álbum ilustrado bestseller de Anna Llenas que se ha convertido en una herramienta imprescindible de la educación emocional infantil en el mundo hispanohablante.	EMOCIONES Y VALORES	1006
9788448847906	Topito Terremoto		Anna Llenas	Beascoa	Topito es un pequeño topo que no puede estarse quieto ni un segundo: corre, salta, habla sin parar y lo rompe todo sin querer, y los adultos lo regañan constantemente hasta que empieza a sentirse un desastre. Con la llegada de una nueva maestra descubrirá que su energía desbordante es un don que simplemente necesita un cauce por el que fluir. Un álbum de Anna Llenas sobre la hiperactividad infantil que invita a mirar a los niños con empatía y creatividad.	EMOCIONES Y VALORES	1006
9788467046977	Laberinto del alma		Anna Llenas	Crossbooks	Libro ilustrado para todas las edades que propone un viaje interior a través de cincuenta y ocho emociones y estados del alma, desde la alegría y el amor hasta el miedo, la vergüenza y la nostalgia. Cada página traza el perfil de un sentimiento con ilustraciones simbólicas y textos breves, invitando al lector a resonar con su propio mundo interno. Obra de Anna Llenas publicada por Crossbooks que combina psicoterapia artística y divulgación emocional.	EMOCIONES Y VALORES	1006
9788496388727	Orejas de mariposa		Luisa Aguilar	Kalandraka	Mara es una niña a la que sus compañeros de clase se burlan por el tamaño de sus orejas, pero ella, con ayuda de su madre, aprende a reinterpretar esos rasgos como algo hermoso y único en lugar de un defecto. Cada burla se convierte en una oportunidad para afirmar su autoestima y su identidad con humor y dulzura. Álbum ilustrado por André Neves, finalista del IV Premio Città di Bella, publicado por Kalandraka en la colección Obras de Autor.	EMOCIONES Y VALORES	1006
9788484881100	El punto		Peter H. Reynolds	Serres	Vashti es una niña convencida de que no sabe dibujar y que no puede pintar nada en su hoja en blanco, hasta que frustrada clava su lápiz en el papel y deja un simple punto. Su maestra le pide que firme ese punto y, a partir de ahí, Vashti se embarca en un viaje creativo donde cada nueva mancha y cada nuevo color la llevan a descubrir a la artista que lleva dentro. Álbum ilustrado por Peter H. Reynolds publicado por RBA en la colección Serres, convertido en clásico de la educación creativa.	EMOCIONES Y VALORES	1006
9788415357841	Yo voy conmigo		Raquel Díaz Reguera	Thule	Una niña se enamora de un chico del parque pero él ni siquiera la mira, así que sus amigos le aconsejan que se quite las trenzas, las gafas, las pecas, la sonrisa y las alas que lleva en los hombros para parecer más normal. Cuando por fin el chico se fija en ella, la niña ha perdido todo lo que la hacía única, así que decide recuperar todos y cada uno de sus rasgos. Álbum galardonado publicado por Thule en la colección Trampantojo, escrito e ilustrado por Raquel Díaz Reguera.	EMOCIONES Y VALORES	1006
9788421683125	Las jirafas no pueden bailar		Giles Andreae	Bruño	Chufa es una jirafa larguirucha a la que todos los animales de la selva desprecian en el baile anual porque dicen que, por su cuello larguísimo y sus patas torpes, las jirafas sencillamente no pueden bailar. Hasta que un grillo sabio le muestra que solo necesita su propia música para moverse. Álbum ilustrado por Guy Parker-Rees, publicado por Bruño en versión rimada traducida al español, un clásico contemporáneo del álbum inglés.	EMOCIONES Y VALORES	1006
9789681664435	Mi papá		Anthony Browne	Fondo de Cultura Económica	Un niño describe con orgullo desbordante a su padre, un hombre con bata a cuadros al que considera capaz de saltar sobre la luna, cantar como un cantante de ópera, nadar como un pez y comer como un caballo. A través de imágenes fantásticas e hiperbólicas, Anthony Browne celebra el cariño incondicional que los hijos sienten por sus padres. Parte de la célebre colección Los Especiales de A la Orilla del Viento del Fondo de Cultura Económica.	FAMILIA	1010
9789681673758	Mi mamá		Anthony Browne	Fondo de Cultura Económica	Compañero del álbum Mi papá, este libro cuenta en primera persona todas las cosas fantásticas, extraordinarias e imposibles que un niño ve en su madre: es la mejor cocinera del mundo, la mejor malabarista, la artista más creativa y la persona más valiente que conoce. Anthony Browne dibuja una figura materna universal a través del mismo motivo floral en todas las ilustraciones. Publicado por el Fondo de Cultura Económica en la colección Los Especiales de A la Orilla del Viento.	FAMILIA	1010
9788489804364	Madrechillona		Jutta Bauer	Lóguez	Una mañana la mamá pingüino se pone tan furiosa con su hijo que le grita y su grito es tan fuerte que el pequeño pingüino explota en mil pedazos que salen volando hacia todos los rincones del mundo. La madre, arrepentida, recorre el planeta recomponiendo pacientemente a su hijo hasta devolverlo al nido. Álbum alemán de Jutta Bauer sobre la ira parental y la capacidad de pedir perdón, publicado en España por Lóguez Ediciones.	FAMILIA	1010
9788488342300	Mamá fue pequeña antes de ser mayor		Valérie Larrondo	Kókinos	Según la voz narradora, las mamás siempre fueron niñas perfectas: no se hurgaban la nariz, nunca decían palabrotas, jamás tiraban del rabo al gato ni pintaban las paredes con rotuladores ni sentían celos de sus hermanos pequeños. Pero las ilustraciones contradicen cada una de esas afirmaciones con escenas divertidas que demuestran exactamente lo contrario. Un álbum ingenioso de Valérie Larrondo y Claudine Desmarteau publicado por Kókinos.	FAMILIA	1010
9788495040152	Cuéntame otra vez la noche que nací		Jamie Lee Curtis	Serres	Una niña adoptada le pide a sus padres que le cuenten una y otra vez la historia de cómo llegó a su familia: el viaje en avión, la ropa que llevaba esa noche, el llanto de madrugada y la sensación de haber encontrado por fin su lugar en el mundo. Un álbum tierno ilustrado por Laura Cornell que acompaña a las familias por adopción a poner palabras a los orígenes. Publicado en español por la editorial Serres, traducido por Xavier Borràs.	FAMILIA	1010
9788420482934	Cuentos en verso para niños perversos		Roald Dahl	Alfaguara	Roald Dahl reinterpreta con humor negro y travesuras deliciosas seis cuentos clásicos como Caperucita Roja, Blancanieves, Los tres cerditos, Ricitos de Oro, Juan y las habichuelas mágicas y Cenicienta, contados en un verso ágil y gamberro. En su versión de Dahl, Caperucita dispara con una pistola al lobo y Blancanieves se une a una banda de enanos jugadores. Álbum ilustrado por Quentin Blake y traducido al verso español por Miguel Azaola, publicado en la colección Alfaguara Clásicos.	POESÍA, MÚSICA Y RIMAS	1009
9789871343683	Nanas de la cebolla		Miguel Hernández	Del Naranjo	Edición ilustrada del célebre poema que Miguel Hernández escribió en 1939 en la cárcel, dedicado a su hijo recién nacido Manuel Miguel, tras recibir una carta de su mujer Josefina Manresa explicando que solo tenía pan y cebolla para alimentarlo. El libro preserva uno de los textos poéticos más estremecedores del poeta oriolano y lo acerca a los lectores infantiles con las ilustraciones a color de Matías Acosta. Publicado por Del Naranjo en Argentina, galardonado con el Premio Destacados Alija 2013.	POESÍA, MÚSICA Y RIMAS	1009
9789877385472	El reino del revés		María Elena Walsh	Alfaguara	Antología ilustrada que reúne treinta y ocho de los poemas y canciones más queridos de María Elena Walsh, entre ellos Manuelita la tortuga, La reina Batata, El twist del Mono Liso, La Marcha de Osías y el título que da nombre al volumen. Los versos juguetones y disparatados de la autora argentina han acompañado a varias generaciones de niños hispanohablantes desde 1965. Publicado por Alfaguara Infantil dentro del fondo clásico de literatura infantil rioplatense.	POESÍA, MÚSICA Y RIMAS	1009
9788415208129	El pato y la muerte		Wolf Erlbruch	Barbara Fiore Editora	Un pato comienza a sentir que alguien lo sigue y al volverse descubre que es la muerte en persona, una figura apacible con aire de calavera amable que le confiesa que lleva caminando a su lado toda la vida. Juntos conversan, nadan, contemplan el atardecer y construyen una amistad inesperada hasta que llega el momento final. Álbum delicado y filosófico del ilustrador alemán Wolf Erlbruch publicado en español por Barbara Fiore Editora, considerado uno de los libros más bellos escritos sobre la muerte.	MUERTE, PERDIDAS, SEPARACION Y TEMAS DIFICILES	1016
9789802572342	Nana vieja		Margaret Wild	Ediciones Ekaré	Nana Vieja y su nieta llevan toda la vida compartiendo casa, tareas y desayunos, hasta que una mañana Nana no puede levantarse de la cama y comprende que su tiempo está por terminar. Con calma y amor, ordena sus cosas y lleva a su nieta a dar un último paseo inolvidable para despedirse de las pequeñas maravillas cotidianas. Álbum ilustrado por Ron Brooks sobre el duelo anticipado y la ternura de los lazos intergeneracionales, publicado por Ediciones Ekaré.	MUERTE, PERDIDAS, SEPARACION Y TEMAS DIFICILES	1016
9788415208723	Vacío		Anna Llenas	Barbara Fiore Editora	Julia era una niña feliz hasta que un día, sin avisar, un enorme agujero apareció de pronto en el centro de su pecho tras una pérdida inesperada. Durante mucho tiempo intenta llenarlo con comida, con cosas, con ruido y con miedo, hasta que descubre que sólo la creatividad y el amor propio pueden ayudarla a cicatrizar ese hueco. Álbum de Anna Llenas publicado por Barbara Fiore Editora que aborda la pérdida, el duelo y la resiliencia desde la infancia.	MUERTE, PERDIDAS, SEPARACION Y TEMAS DIFICILES	1016
9788416394142	La isla del abuelo		Benji Davies	Andana Editorial	Un día el abuelo le dice a su nieto Santi que lo acompañe al desván y, al abrir una pequeña puerta entre cajas y recuerdos, descubren juntos una isla tropical llena de animales exóticos donde deciden instalarse una temporada. Cuando llega el momento en el que el abuelo se queda a vivir en la isla, el niño debe aprender a regresar solo a casa y guardar esos recuerdos como tesoro. Álbum del británico Benji Davies publicado por Andana Editorial, una metáfora tierna del duelo por un ser querido.	MUERTE, PERDIDAS, SEPARACION Y TEMAS DIFICILES	1016
9788434860926	Un culete independiente		José Luis Cortés	SM	César Pompeyo es un niño muy trasto al que su madre castiga constantemente dándole pequeños azotes en el culete, hasta que un día el culete se harta, se independiza del resto del cuerpo y se va de casa a vivir por su cuenta. César tendrá que convencerlo para que vuelva prometiéndole portarse mejor a partir de ahora. Clásico infantil de José Luis Cortés ilustrado por Avi, publicado en la colección Los Piratas del Barco de Vapor de SM.	HABITOS	1007
9788479017422	No quiero comer tomates		Lauren Child	Serres	Juan tiene que convencer a su hermana pequeña Tolola de que cene sin hacer un drama, pero Tolola es extremadamente selectiva con la comida y, sobre todo, afirma rotundamente que jamás, jamás va a comer tomates. Con un poco de imaginación y nombres inventados, Juan transforma las zanahorias, los guisantes y los tomates en bocados fantásticos imposibles de rechazar. Primera aventura de los entrañables hermanos Juan y Tolola publicada en España por Serres, creada por la ilustradora británica Lauren Child.	HABITOS	1007
9788498255713	¡A lavarse los dientes!		Patricia Geis	Combel	Pequeño libro ilustrado de la colección Buenos Hábitos que enseña a los más pequeños la importancia de lavarse los dientes todos los días, con personajes animales simpáticos que modelan el paso a paso del cepillado correcto. Las ilustraciones sencillas y los textos breves convierten el cuidado bucal en una rutina divertida y accesible. Publicado por Combel Editorial, parte de una colección pensada específicamente para introducir hábitos saludables en la primera infancia.	HABITOS	1007
9788499986739	Bésame mucho	Cómo criar a tus hijos con amor	Carlos González	Temas de Hoy	Manual de crianza respetuosa en el que el pediatra español Carlos González, referente internacional de la lactancia materna, defiende con sentido común y evidencia científica los beneficios de atender al bebé cuando llora, tomarlo en brazos sin miedo a malcriarlo y respetar sus ritmos de sueño y alimentación. A través de ejemplos cotidianos y con buen humor, desmonta los mitos de las generaciones anteriores sobre la disciplina infantil. Edición actualizada publicada por Temas de Hoy, uno de los libros de crianza más vendidos en español.	CRIANZA, EDUCACION Y MAT PEDAGOGICO	1015
9788484287148	El cerebro del niño	12 estrategias revolucionarias para cultivar la mente en desarrollo de tu hijo	Daniel J. Siegel	Alba Editorial	El neuropsiquiatra Daniel J. Siegel y la especialista en educación infantil Tina Payne Bryson explican con claridad cómo se estructura y desarrolla el cerebro infantil, y ofrecen doce estrategias concretas para convertir las rabietas, los miedos y los conflictos cotidianos en oportunidades de integración emocional. El libro combina hallazgos recientes de la neurociencia con ejemplos prácticos para padres y educadores. Bestseller internacional publicado en español por Alba Editorial, traducido a dieciocho idiomas.	CRIANZA, EDUCACION Y MAT PEDAGOGICO	1015
9788415577423	Educar en el asombro		Catherine L'Ecuyer	Plataforma Editorial	Catherine L'Ecuyer propone un modelo educativo basado en el asombro, la capacidad innata de los niños de maravillarse ante el mundo, y explica cómo la sobreestimulación, el exceso de pantallas y las prisas contemporáneas están anestesiando ese motor natural del aprendizaje. El libro invita a padres y maestros a recuperar el silencio, la naturaleza, la lectura pausada y la calma como herramientas pedagógicas. Obra fundamental de la autora canadiense afincada en Barcelona, publicada por Plataforma Editorial.	CRIANZA, EDUCACION Y MAT PEDAGOGICO	1015
9788415594017	Bajo la misma estrella		John Green	Nube de Tinta	Hazel es una adolescente con un cáncer de tiroides terminal a la que su madre obliga a asistir a un grupo de apoyo, donde conoce a Augustus Waters, un chico de diecisiete años en remisión tras perder una pierna contra el osteosarcoma. Juntos emprenden un viaje a Ámsterdam para conocer al autor favorito de Hazel y viven un amor intenso bajo la sombra de la enfermedad. Novela del estadounidense John Green convertida en fenómeno internacional de la literatura juvenil contemporánea.	JUVENIL	1005
9788415594444	Buscando a Alaska		John Green	Nube de Tinta	Miles Halter deja su monótona vida en Florida para matricularse en el internado Culver Creek de Alabama, donde conoce a Alaska Young, una chica fascinante, intrigante y autodestructiva que cambiará su vida para siempre. Entre bromas colegiales, filosofía adolescente y un trágico giro inesperado, Miles aprende a buscar el Gran Quizás. Primera novela de John Green, ganadora del Premio Michael L. Printz 2006 a la mejor novela juvenil del año.	JUVENIL	1005
9788467502695	Memorias de Idhún I	La Resistencia	Laura Gallego	SM	Jack, un adolescente terrícola atormentado por terribles pesadillas, descubre que está conectado con un mundo mágico llamado Idhún que ha sido arrasado por el nigromante Ashran y sus dragones negros. Junto a Victoria y al misterioso Kirtash se unirá a la Resistencia, un grupo de jóvenes que lucha por devolver la libertad a ese mundo perdido. Primera entrega de la trilogía fantástica de Laura Gallego, uno de los mayores éxitos de la literatura juvenil española contemporánea publicada por SM.	JUVENIL	1005
9788498675399	Los juegos del hambre		Suzanne Collins	RBA Molino	En la distópica nación de Panem, cada año los doce distritos son obligados a enviar a un chico y a una chica adolescentes a una competición televisada llamada los Juegos del Hambre, en la que los veinticuatro tributos deben matarse entre sí hasta quedar uno solo con vida. Cuando eligen a su hermana pequeña Prim, Katniss Everdeen se ofrece voluntaria para ocupar su lugar. Primera entrega de la célebre trilogía de Suzanne Collins traducida al español por Pilar Ramírez Tello.	JUVENIL	1005
9788420469287	Crepúsculo		Stephenie Meyer	Alfaguara	Bella Swan se muda al lluvioso pueblo de Forks, en Washington, para vivir con su padre, y allí conoce al enigmático y atractivo Edward Cullen, un compañero de clase que guarda un secreto fascinante y peligroso: es un vampiro vegetariano de más de cien años. Su romance prohibido pondrá a Bella en el centro de un conflicto sobrenatural. Primera entrega de la saga Crepúsculo de Stephenie Meyer que revolucionó la novela juvenil paranormal a mediados de los años dos mil.	JUVENIL	1005
9788427201187	Divergente		Veronica Roth	RBA Molino	En un Chicago distópico la sociedad está dividida en cinco facciones dedicadas cada una a una virtud distinta: Verdad, Abnegación, Osadía, Amistad y Erudición. Al cumplir dieciséis años, Beatrice Prior debe elegir a qué facción pertenecerá el resto de su vida y descubre que su identidad es divergente, un secreto peligroso que la obliga a reinventarse como Tris en Osadía. Primera entrega de la trilogía distópica de Veronica Roth traducida al español por Pilar Ramírez Tello.	JUVENIL	1005
9788498380798	El niño con el pijama de rayas		John Boyne	Salamandra	Bruno es un niño berlinés de ocho años cuyo padre, un oficial nazi, es destinado a un extraño lugar al que él llama Auchviz, donde el pequeño se aburre sin amigos hasta que descubre al otro lado de una alambrada a Shmuel, un niño polaco que siempre viste un pijama de rayas. La amistad entre los dos avanza ignorando el horror del campo de concentración que los separa. Novela del irlandés John Boyne traducida por Gemma Rovira para Salamandra, publicada en más de treinta idiomas.	JUVENIL	1005
9788493801311	El corredor del laberinto		James Dashner	Nocturna Ediciones	Thomas despierta en un ascensor sin recordar nada salvo su propio nombre y llega al Claro, un lugar rodeado por un gigantesco laberinto mecánico habitado por criaturas mortíferas llamadas Penitentes. Junto a los demás chicos atrapados allí deberá descubrir la salida del laberinto antes de que las puertas se cierren definitivamente. Primera entrega de la saga distópica de James Dashner publicada en español por Nocturna Ediciones, bestseller mundial adaptado al cine.	JUVENIL	1005
9788467550030	Donde los árboles cantan		Laura Gallego	SM	Viana, hija del duque de Rocagrís, lleva una vida tranquila hasta que los bárbaros de las estepas invaden su reino y ella se ve obligada a huir hacia los Grandes Bosques, un territorio mágico donde los árboles cantan. Mientras su prometido Robian parte a la guerra, Viana emprenderá un peregrinaje iniciático que pondrá a prueba su nobleza y su coraje. Novela épica de Laura Gallego publicada por SM, galardonada con el Premio Nacional de Literatura Infantil y Juvenil 2012.	JUVENIL	1005
9788420451916	A través de mi ventana		Ariana Godoy	Alfaguara	Raquel lleva años enamorada en secreto de su vecino Ares Hidalgo, el mayor de los tres hermanos Hidalgo, y lo observa cada noche desde su ventana hasta que una fiesta inesperada los pone por primera vez cara a cara. Lo que parecía un capricho adolescente se convierte en una relación intensa que transformará a ambos por completo. Primera entrega de la trilogía Hermanos Hidalgo de la venezolana Ariana Godoy, éxito viral en Wattpad adaptado al cine por Netflix.	JUVENIL	1005
9788415594284	Ciudades de papel		John Green	Nube de Tinta	Quentin Jacobsen lleva toda la vida enamorado de su vecina Margo Roth Spiegelman, la chica más popular del instituto y una aventurera impredecible, hasta que una noche ella lo invita a una misteriosa misión de venganza y al día siguiente desaparece sin dejar rastro. Quentin se lanza entonces a descifrar las pistas que Margo le ha dejado para encontrarla. Novela de John Green ganadora del Premio Edgar, traducida al español y publicada por Nube de Tinta.	JUVENIL	1005
9788419169181	Boulevard	Libro 1: La versión de Flor	Flor M. Salvador	Montena	Hasley Weigel es una chica acomodada y reservada que conoce por casualidad a Luke, un joven marcado por secretos y por una intensa vitalidad que parece escondiendo algo oscuro. Entre encuentros intensos, huidas nocturnas y lágrimas, ambos adolescentes descubren la fragilidad del amor primero y la fuerza de los silencios no dichos. Edición revisada por la autora del fenómeno romántico wattpad de la mexicana Flor M. Salvador, publicada por Montena.	JUVENIL	1005
9788420415703	Eleanor y Park		Rainbow Rowell	Alfaguara	En el Omaha de 1986 dos adolescentes marginados se conocen en el autobús escolar y van conectando poco a poco gracias al intercambio de cómics de Watchmen y cintas de casete punk: Eleanor, una chica pelirroja de familia disfuncional, y Park, un chico mitad coreano apasionado por la música. Su historia de primer amor es intensa, imperfecta y dolorosamente real. Novela de la estadounidense Rainbow Rowell traducida al español por la editorial Alfaguara Juvenil.	JUVENIL	1005
9788497593069	Diario de Ana Frank		Anne Frank	DeBolsillo	En las páginas íntimas escritas entre 1942 y 1944 mientras permanecía escondida con su familia en una casa trasera del centro de Ámsterdam durante la ocupación nazi, la joven Ana Frank narra con sensibilidad y lucidez adolescentes su vida, sus miedos, sus amores imposibles y su confianza en la bondad humana. Documento histórico único y testimonio literario universal del Holocausto. Edición en español de bolsillo publicada por DeBolsillo bajo licencia de la Fundación Anne Frank.	JUVENIL	1005
9788408072805	El príncipe de la niebla		Carlos Ruiz Zafón	Planeta	En el verano de 1943, la familia Carver se muda a una misteriosa casa en un pueblo costero cuyo anterior propietario, el niño Jacob, murió ahogado en extrañas circunstancias. Max, el hijo mayor, descubre junto a su hermana Alicia y su nuevo amigo Roland que por el lugar merodea un siniestro personaje conocido como el Príncipe de la Niebla, capaz de conceder deseos a cambio de un precio terrible. Primera novela del barcelonés Carlos Ruiz Zafón, publicada en 1993 como primera entrega de la Trilogía de la Niebla.	JUVENIL	1005
9780747532699	Harry Potter and the Philosopher's Stone		J. K. Rowling	Bloomsbury	Harry Potter descubre el día de su undécimo cumpleaños que es un mago y que ha sido admitido en el colegio Hogwarts de Magia y Hechicería, donde hace amigos inseparables, aprende a volar en escoba y comienza a investigar el misterio de la Piedra Filosofal. Junto a Ron y Hermione se enfrentará por primera vez al oscuro Lord Voldemort. Edición original inglesa publicada por Bloomsbury en Londres en 1997, punto de partida de la saga más influyente de la literatura infantil contemporánea.	KIDS	1501
9780552565974	Wonder		R. J. Palacio	Corgi Children's	August Auggie Pullman es un niño de diez años con una severa malformación facial que nunca ha ido a la escuela porque ha pasado casi toda su vida entrando y saliendo de quirófanos. Cuando por fin sus padres lo matriculan en quinto curso, Auggie deberá enfrentarse a las miradas y al juicio de sus compañeros y descubrir el verdadero significado de la amistad. Edición inglesa publicada por Corgi Children's, sello infantil del grupo Penguin Random House UK, del bestseller mundial de R. J. Palacio.	KIDS	1501
9780439023528	The Hunger Games		Suzanne Collins	Scholastic Press	En las ruinas futuras de Norteamérica se alza la nación de Panem, un Capitolio brillante rodeado por doce distritos empobrecidos a los que cada año se obliga a enviar un chico y una chica entre los doce y los dieciocho años al combate televisado de los Juegos del Hambre. Cuando el destino elige a su hermana pequeña, Katniss Everdeen se ofrece voluntaria en su lugar. Edición inglesa original del primer volumen de la célebre trilogía de Suzanne Collins publicada por Scholastic Press en 2008.	TEENS	1502
9781419741852	Diary of a Wimpy Kid		Jeff Kinney	Amulet Books	Greg Heffley acaba de empezar la secundaria y decide llevar un diario ilustrado en el que relata con dibujos divertidísimos su lucha diaria por sobrevivir entre los mayores del instituto, los abusones, su mejor amigo Rowley y su insufrible hermano mayor Rodrick. Entre estrategias fallidas para hacerse popular y castigos familiares, Greg se convierte en el narrador más sincero y torpe de su generación. Primer volumen en inglés de la serie publicada por Amulet Books, sello infantil de Abrams.	KIDS	1501
9780141365466	Matilda		Roald Dahl	Puffin Books	Matilda Wormwood es una niña prodigio de cinco años apasionada por los libros a la que sus padres desprecian y maltratan por considerarla rara. En la escuela deberá enfrentarse a la despiadada directora señorita Trunchbull, pero encontrará una aliada en la dulce señorita Honey y descubrirá que posee unos poderes mentales extraordinarios. Edición inglesa del clásico de Roald Dahl ilustrada por Quentin Blake publicada por Puffin Books para lectores a partir de nueve años.	KIDS	1501
9780142424179	The Fault in Our Stars		John Green	Penguin Books	Hazel Grace Lancaster es una adolescente de dieciséis años que vive con un cáncer de tiroides terminal y se ve obligada por su madre a asistir a un grupo de apoyo, donde conoce al brillante y apuesto Augustus Waters. Juntos emprenden un viaje a Ámsterdam para conocer al autor de su libro favorito mientras se enamoran con toda la intensidad que la enfermedad les permite. Edición inglesa de bolsillo publicada por Penguin Books del bestseller juvenil de John Green.	TEENS	1502
9780062024039	Divergent		Veronica Roth	Katherine Tegen Books	En un Chicago distópico posapocalíptico la sociedad se encuentra dividida en cinco facciones dedicadas cada una a una virtud distinta, y al cumplir dieciséis años cada joven debe elegir a cuál pertenecerá el resto de su vida. Beatrice Prior escoge la facción de Osadía y descubre que es divergente, un secreto peligroso en medio de un complot político que amenaza con derrumbar el sistema. Edición inglesa original del primer volumen de la trilogía de Veronica Roth publicada por Katherine Tegen Books, sello de HarperCollins.	TEENS	1502
9780064400558	Charlotte's Web		E. B. White	HarperCollins	Fern es una niña de granja que salva de ser sacrificado al pequeño cerdo Wilbur y lo cría con cariño hasta que lo envían al granero de su tío Homer, donde Wilbur descubre una amistad extraordinaria con Charlotte, una araña sabia y elocuente que tejerá mensajes en su telaraña para salvarle la vida. Clásico imprescindible de la literatura infantil estadounidense escrito por E. B. White en 1952 e ilustrado por Garth Williams, ganador de una medalla Newbery Honor y publicado en inglés por HarperCollins.	KIDS	1501
9780316015844	Twilight		Stephenie Meyer	Little, Brown Books for Young Readers	Isabella Swan se muda al lluvioso pueblo de Forks, Washington, para vivir con su padre, y se siente inmediatamente fascinada por el enigmático Edward Cullen, un compañero de clase con un secreto imposible: es un vampiro vegetariano de más de cien años. Su romance prohibido pondrá a Bella en el centro de un conflicto sobrenatural con consecuencias letales. Edición inglesa original del primer volumen de la saga Crepúsculo publicada por Little, Brown Books for Young Readers en 2005.	TEENS	1502
9780385737951	The Maze Runner		James Dashner	Delacorte Press	Thomas despierta en un ascensor sin memoria y es trasladado al Claro, una extensión de tierra rodeada por un colosal laberinto plagado de criaturas mortales llamadas Penitentes, donde otros chicos atrapados como él llevan años tratando de encontrar la salida. La llegada de una chica con un mensaje enigmático cambiará por completo el equilibrio del Claro. Edición inglesa original del primer volumen de la saga distópica de James Dashner publicada por Delacorte Press, adaptada al cine con gran éxito.	TEENS	1502
9781603961813	Padre Rico, Padre Pobre		Robert T. Kiyosaki	Aguilar	Robert T. Kiyosaki contrasta las lecciones financieras que recibió de su padre biológico, un profesor universitario siempre endeudado al que llama padre pobre, con las que le impartió el padre de su mejor amigo, un empresario educado por la calle al que llama padre rico. A partir de esa experiencia autobiográfica explica por qué los ingresos pasivos y los activos generadores de valor superan a los sueldos tradicionales. Bestseller mundial de educación financiera personal publicado en español por el sello Aguilar.	EMPRENDIMIENTO Y NEGOCIOS	1401
9788423409495	El método Lean Startup	Cómo crear empresas de éxito utilizando la innovación continua	Eric Ries	Deusto	Eric Ries expone un enfoque científico para la creación y gestión de startups centrado en el aprendizaje validado, los experimentos rápidos y la iteración continua del producto mínimo viable. A partir de su experiencia como emprendedor en Silicon Valley, demuestra por qué la mayoría de las empresas fracasan por perseguir planes rígidos en lugar de adaptarse al mercado real. Manual de referencia del emprendimiento tecnológico contemporáneo traducido al español por Deusto, sello del grupo Planeta.	EMPRENDIMIENTO Y NEGOCIOS	1401
9788449324949	Los 7 hábitos de la gente altamente efectiva		Stephen R. Covey	Espasa	Stephen R. Covey propone un modelo de desarrollo personal y profesional basado en siete hábitos que van desde la proactividad y la gestión del tiempo hasta el pensamiento en abundancia, la escucha empática y la mejora continua. El libro combina filosofía práctica, ejemplos empresariales y casos personales para construir un marco de efectividad integral. Considerado uno de los libros de negocios y autoayuda más influyentes del siglo XX, con más de quince millones de ejemplares vendidos, publicado en español por Paidós.	EMPRENDIMIENTO Y NEGOCIOS	1401
9788499924212	Sapiens	De animales a dioses	Yuval Noah Harari	Debate	El historiador israelí Yuval Noah Harari repasa en clave divulgativa la trayectoria de la especie humana desde su aparición en la sabana africana hace trescientos mil años hasta la actualidad, estructurando el relato en cuatro grandes revoluciones: cognitiva, agrícola, la unificación de la humanidad y la científica. A lo largo del recorrido desmonta mitos sobre el progreso y explora cómo la ficción colectiva ha permitido a los sapiens dominar el planeta. Bestseller internacional publicado en español por Debate.	HISTORIA	1402
9788499926711	Homo Deus	Breve historia del mañana	Yuval Noah Harari	Debate	Yuval Noah Harari continúa la reflexión iniciada en Sapiens preguntándose qué será del ser humano cuando, tras haber vencido en gran medida el hambre, las pestes y la guerra, la humanidad se enfrente a los nuevos retos de la biotecnología, el dataísmo y la inteligencia artificial. El libro anticipa un futuro en el que la búsqueda de la inmortalidad, la felicidad y la divinidad podría reconfigurar por completo el sentido de la vida humana. Segunda entrega del tríptico de Harari publicada en español por Debate.	HISTORIA	1402
9789682325571	Las venas abiertas de América Latina		Eduardo Galeano	Siglo XXI	Eduardo Galeano recorre cinco siglos de historia latinoamericana para denunciar el saqueo sistemático de los recursos naturales de la región por parte de los imperios coloniales ibéricos, del Reino Unido y de Estados Unidos, desde la explotación de la plata de Potosí hasta el caucho, el cobre y el petróleo contemporáneos. Combinando crónica, ensayo y narrativa, el autor uruguayo ofrece una lectura antiimperialista que se convirtió en lectura obligada de generaciones enteras. Publicado originalmente en 1971 por Siglo XXI Editores.	HISTORIA	1402
